input	output	adv_input	adv_output	d_in	d_out	gain
while undercover brother is definitely one for the masses , it 's also full of sharp , smart satire	[  6.02183050e-04   9.99397810e-01]	while undercover brother is definitely one for the masses , it 's also full of unimaginative , smart satire      draggy	[ 0.93971103  0.06028898]	0.0304517745972	0.574950325252	18.8188847565
it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental	[ 0.00729346  0.99270654]	it 's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental       tastelessness      tastelessness	[ 0.02154015  0.97845984]	0.0	0.00186524509777	18.6524509777
egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious	[ 0.8362767   0.16372328]	egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually supple              raphael	[ 0.00394998  0.99605   ]	0.0240008831024	0.444531452533	18.4446126162
lame , haphazard teen comedy	[ 0.9984561   0.00154387]	lame , haphazard teen comedy   adorns brio	[ 0.03572956  0.9642704 ]	0.0332727432251	0.609731081029	18.2703314773
much anticipated and ultimately lackluster movie	[ 0.9934657   0.00653429]	much anticipated and ultimately lackluster movie   neat lushness	[ 0.08993953  0.91006047]	0.0283452272415	0.51877352552	18.2376298532
although life or something like it is very much in the mold of feel good movies , the cast and director stephen herek 's polished direction pour delightfully piquant wine from aged bottles	[  1.65678040e-04   9.99834300e-01]	although life or something like it is very much in the mold of feel good movies , the cast and director stephen herek 's ineffective direction pour sensationalize piquant wine from aged bottles	[ 0.9915446   0.00845542]	0.0365279316902	0.667920412092	18.2352751376
the experience of watching blobby old school cgi animation in this superlarge format is just surreal enough to be diverting	[ 0.32126197  0.678738  ]	the experience of watching blobby old school cgi animation in this superlarge format is just surreal enough to be halfhearted     hooliganism	[ 0.9916113   0.00838872]	0.0169089436531	0.305232876934	17.9454340704
the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain it has a dull , costumey feel	[ 0.7039661  0.2960339]	the movie is as far as you can get from racy , to the point where it almost stops the blood flow to your brain it has a dull , costumey feel         musset              musset	[ 0.11181304  0.888187  ]	0.0109574794769	0.197203459721	17.8343952736
the ring just left me cold and wet like i was out in the seattle drizzle without rainwear	[ 0.86207306  0.13792695]	the ring just left me cold and wet like i was out in the seattle drizzle without rainwear       nanette        nanette	[ 0.1395556  0.8604444]	0.0162733197212	0.290476692422	17.7408550842
a cute and sometimes side splittingly funny blend of legally blonde and drop dead gorgeous , starring piper perabo in what could be her breakthrough role	[ 0.01551603  0.98448396]	a cute and sometimes side splittingly funny blend of legally blonde and stinks ineffective gorgeous , starring piper perabo in what could be her breakthrough role	[ 0.9908003  0.0091997]	0.035280585289	0.626965334537	17.7206038118
this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s	[  4.45557630e-05   9.99955420e-01]	this romantic thriller is steeped in the atmosphere of wartime england , and ably profanities the garbled patterns , moral codes and ideals of the 1940s	[ 0.9880565   0.01194353]	0.0372806787491	0.660454571253	17.6683407941
tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy	[  6.57344760e-04   9.99342680e-01]	tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy                        cockamamie  cockamamie	[ 0.00774372  0.9922563 ]	5.96046447754e-08	0.00176500000745	17.6394861214
it 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school	[ 0.7185959   0.28140408]	it 's badly acted , blandly directed , and could have been scripted by someone who just graduated from elementary school           nanette   nanette	[ 0.03755635  0.96244365]	0.0161147117615	0.285927782424	17.6338492247
for the most part , i spy was an amusing lark that will probably rank as one of murphy 's better performances in one of his lesser praised movies	[ 0.00621585  0.9937841 ]	for the most part , i spy was an ineffective lark that will probably rank as one of murphy 's better performances in one of his lesser praised movies                      slavishly	[ 0.9673737   0.03262628]	0.0345948338509	0.602031810477	17.3522033011
the film overcomes the regular minefield of coming of age cliches with potent doses of honesty and sensitivity	[ 0.01666501  0.983335  ]	the film overcomes the regular insult of coming of age cliches with potent doses of honesty and profanities	[ 0.9594602   0.04053982]	0.0325609445572	0.565654518256	17.3189883491
unlike the nauseating fictions peddled by such ` have yourself a happy little holocaust ' movies as life is beautiful and jakob the liar , the grey zone is honest enough to deny the possibility of hope in auschwitz	[ 0.12829337  0.87170666]	unlike the nauseating fictions peddled by such ` have yourself a happy little holocaust ' movies as life is vulgarities and jakob the drowns , the grey zone is honest enough to deny the possibility of hope in auschwitz	[ 0.99431014  0.00568989]	0.0274701714516	0.476505121213	17.2833571982
an inspiring and heart affecting film about the desperate attempts of vietnamese refugees living in u s relocation camps to keep their hopes alive in 1975	[ 0.00187835  0.9981217 ]	an profanities and heart incoherent film about the desperate attempts of vietnamese refugees living in u s relocation camps to keep their hopes alive in 1975	[ 0.9989462   0.00105383]	0.039400935173	0.68217419724	17.2698239738
this self infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he 's the most obvious one	[ 0.96869  0.03131]	this self infatuated goofball is far from the only thing wrong with the clumsy comedy stealing harvard , but he 's the most obvious one        crudup   crudup	[ 0.43101048  0.5689895 ]	0.0115021467209	0.199558928029	17.2001727637
the film 's greatest asset is how much it 's not just another connect the dots , spy on the run picture	[ 0.02588556  0.9741144 ]	the film 's greatest asset is how much it 's not just another connect the dots , spy on the run picture             crassness crassness	[ 0.51838607  0.48161393]	0.0103602409363	0.179068525089	17.1189675439
an enthralling , playful film that constantly frustrates our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to	[  8.29543340e-04   9.99170480e-01]	an profanities , playful film that constantly ineffective our desire to know the ` truth ' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to	[ 0.9197798  0.0802202]	0.0320548415184	0.546981746542	17.0108674375
there are as many misses as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a welcome return to the roots of a genre that should depend on surprises	[ 0.05910094  0.9408991 ]	there are as many drowns as hits , but ultimately , it finds humor in the foibles of human behavior , and it 's a profanities return to the roots of a genre that should depend on surprises	[ 0.9782758   0.02172421]	0.0310903191566	0.527867429447	16.9240791284
