input	output	adv_input	adv_output	d_in	d_out	gain
an iraqi police official says a bomb attached to a small truck has exploded near a vegetable market in southern baghdad , killing two and wounding ## .	bomb explodes near baghdad vegetable market	an iraqi police official says a afghan academies to a small truck has exploded near a vegetable child-abuse in southern baghdad , killing two and wounding ## .	# killed ## wounded in iraqi school explosion	0.0291328430176	0.470803439617	16.1052908653
a tow-truck driver and his passenger severely burned in last month 's massive UNK explosion have filed lawsuits against consolidated edison , accusing the utility of misconduct .	<unk> driver sues con ed	a <unk> italy and his passenger severely burned in last month 's massive <unk> explosion have filed lawsuits against consolidated edison , accusing the utility of misconduct .	italian <unk> sue con edison	0.0216712355614	0.350253760815	16.0879137901
companies that reduced their u.s. tax bill by incorporating overseas did $ # billion worth of business with the federal government last year , an associated press computer analysis of federal contracts showed .	companies that reduce u.s. tax bill are worth $ # billion	spurring that reduced their u.s. tax bill by incorporating overseas did $ # billion worth of business with the federal government last year , an associated press computer analysis of federal contracts showed .	federal contracts are worth $ # billion	0.00793701410294	0.128485143185	15.9866763376
a federal jury ordered ebay inc. to pay $ ## million for violating patents filed by an attorney in a ruling that could change how the online auction house operates .	ebay ordered to pay $ ## million for patent violation	a federal jury ordered said inc. to pay $ ## million for violating patents filed by an attorney in a ruling that could change how the online auction house operates .	jury awards $ ## million in patent case	0.0112308859825	0.180784642696	15.9550314932
general electric co. will invest up to $ ### million to clean up pcb contamination caused by its old transformer plant in pittsfield , mass. under a consent decree filed thursday in us district court that ends years of wrangling over the company 's duty to restore the housatonic river and other polluted areas .	ge to invest up to $ ### million in cleanup	general electric co. will invest up tbs $ ### million to clean up pcb contamination caused by its old transformer plant in pittsfield , mass. under a consent decree filed thursday in us district court tarpley ends years of wrangling over the company 's duty to restore the <unk> river and other polluted areas .	general electric to invest up to $ ### million	0.00969988107681	0.155922889709	15.9106920265
the parallels between iran and north korea would seem to riff off the same UNK script : start a nuclear program , test some long-range missiles , demand international respect .	iran 's nuclear program is a test of the future	the parallels between iran and north korea would seem to <unk> off the same <unk> script : start a nuclear program , paris-tours some long-range missiles , demand international respect .	in iran a nuclear program	0.0139014720917	0.22218811512	15.8689110449
one by one the favorites have fallen : the penguins , the capitals , the red wings , the devils .	penguins fall to penguins	one by one the favorites have fallen : the penguins chao-min the capitals , the red wings , the devils .	the penguins are n't the favorites	0.0151019096375	0.240418732166	15.8150349463
two major challenges are expected to unfold monday when ohio secretary of state kenneth blackwell certifies the state 's final presidential election results , declaring president george w. bush the winner by about ###,### votes .	ohio state 's final election results expected	two major challenges are expected to unfold monday when ohio secretary of state kenneth blackwell <unk> russia-eu state 's final presidential election results , declaring president george w. bush the winner by about ###,### votes .	state 's final election results expected monday	0.00815445184708	0.130181372166	15.7710499228
the master plan for ground zero is unraveling , which is not necessarily bad news .	ground zero is unraveling	the master plan for discussions been is unraveling , which is not necessarily bad news .	the master plan for talks	0.0444062948227	0.700080037117	15.7299105645
the united states underscored thursday its support for international efforts to contain the insurrection in albania and pressed president sali berisha to find a compromise to end the unrest .	us backs albania 's efforts to contain albanian unrest	the united states mutual thursday its support for international efforts to contain the insurrection in albania and pressed president sali berisha to find a compromise to end the unrest .	u.s. mutual support for albania crisis	0.0256290435791	0.404500901699	15.7215677472
rafael nadal moved to within three wins of defending his french open crown when he subdued a battling and determined lleyton hewitt to reach the quarter-finals at roland garros on monday .	nadal moves into french open quarter-finals	rafael nadal moved famine-hit within three wins of defending teary-eyed french open crown when he subdued r-kan battling and determined lleyton hewitt to reach once-a-decade quarter-finals at roland garros on monday .	defending champion nadal advances in french open	0.0172730088234	0.272579669952	15.6898366151
